,composer,date,work
5031,,1983-05-10,PIERROT 
5032,,1983-05-10, HAND 
5033,,1983-05-10, ERWARTUNG
5034,,1983-05-15,PIERROT 
5035,,1983-05-15, HAND 
5036,,1983-05-15, ERWARTUNG
5037,ALEXANDR DARGOMISKI,1983-05-17,IL CONVITATO DI PIETRA
5038,ALEXANDR DARGOMISKI,1983-05-18,IL CONVITATO DI PIETRA
5039,ALEXANDR DARGOMISKI,1983-05-19,IL CONVITATO DI PIETRA
5040,ALEXANDR DARGOMISKI,1983-05-20,IL CONVITATO DI PIETRA
5041,ALEXANDR DARGOMISKI,1983-05-24,IL CONVITATO DI PIETRA
5042,ALEXANDR DARGOMISKI,1983-05-25,IL CONVITATO DI PIETRA
5043,ALEXANDR DARGOMISKI,1983-05-26,IL CONVITATO DI PIETRA
5044,ALEXANDR DARGOMISKI,1983-05-27,IL CONVITATO DI PIETRA
5045,ALEXANDR DARGOMISKI,1983-05-31,IL CONVITATO DI PIETRA
5046,ALEXANDR DARGOMISKI,1983-06-01,IL CONVITATO DI PIETRA
5047,ALEXANDR DARGOMISKI,1983-06-02,IL CONVITATO DI PIETRA
5048,ALEXANDR DARGOMISKI,1983-06-03,IL CONVITATO DI PIETRA
5049,WOLFGANG AMADEUS MOZART,1983-05-28,COSI' FAN TUTTE
5050,WOLFGANG AMADEUS MOZART,1983-05-31,COSI' FAN TUTTE
5051,WOLFGANG AMADEUS MOZART,1983-06-02,COSI' FAN TUTTE
5052,WOLFGANG AMADEUS MOZART,1983-06-05,COSI' FAN TUTTE
5053,WOLFGANG AMADEUS MOZART,1983-06-07,COSI' FAN TUTTE
5054,WOLFGANG AMADEUS MOZART,1983-06-09,COSI' FAN TUTTE
5055,WOLFGANG AMADEUS MOZART,1983-06-11,COSI' FAN TUTTE
5056,ANTONIO VIVALDI,1983-11-07,FARNACE
5057,ANTONIO VIVALDI,1983-11-10,FARNACE
5058,GIACOMO PUCCINI,1983-12-07,TURANDOT
5059,GIACOMO PUCCINI,1983-12-10,TURANDOT
5060,GIACOMO PUCCINI,1983-12-13,TURANDOT
5061,GIACOMO PUCCINI,1983-12-15,TURANDOT
5062,GIACOMO PUCCINI,1983-12-18,TURANDOT
5063,GIACOMO PUCCINI,1983-12-21,TURANDOT
5064,GIACOMO PUCCINI,1983-12-23,TURANDOT
5065,GIACOMO PUCCINI,1984-01-04,TURANDOT
5066,GIACOMO PUCCINI,1984-01-07,TURANDOT
5067,GIOACHINO ROSSINI,1983-12-27,L'ITALIANA IN ALGERI
5068,GIOACHINO ROSSINI,1983-12-29,L'ITALIANA IN ALGERI
5069,GIOACHINO ROSSINI,1983-12-31,L'ITALIANA IN ALGERI
5070,GIOACHINO ROSSINI,1984-01-03,L'ITALIANA IN ALGERI
5071,GIOACHINO ROSSINI,1984-01-08,L'ITALIANA IN ALGERI
5072,GIOACHINO ROSSINI,1984-01-12,L'ITALIANA IN ALGERI
5073,RICHARD STRAUSS,1984-01-18,ARIADNE AUF NAXOS
5074,RICHARD STRAUSS,1984-01-20,ARIADNE AUF NAXOS
5075,RICHARD STRAUSS,1984-01-22,ARIADNE AUF NAXOS
5076,RICHARD WAGNER,1984-02-07,TANNHÄUSER
5077,RICHARD WAGNER,1984-02-10,TANNHÄUSER
5078,RICHARD WAGNER,1984-02-12,TANNHÄUSER
5079,RICHARD WAGNER,1984-02-14,TANNHÄUSER
5080,RICHARD WAGNER,1984-02-17,TANNHÄUSER
5081,RICHARD WAGNER,1984-02-19,TANNHÄUSER
5082,RICHARD WAGNER,1984-02-23,TANNHÄUSER
5083,RICHARD WAGNER,1984-02-26,TANNHÄUSER
5084,RICHARD WAGNER,1984-02-29,TANNHÄUSER
5085,RICHARD WAGNER,1984-03-03,TANNHÄUSER
5086,RICHARD WAGNER,1984-03-06,TANNHÄUSER
5087,WOLFGANG AMADEUS MOZART,1984-02-28,IDOMENEO
5088,WOLFGANG AMADEUS MOZART,1984-03-02,IDOMENEO
5089,WOLFGANG AMADEUS MOZART,1984-03-04,IDOMENEO
5090,WOLFGANG AMADEUS MOZART,1984-03-07,IDOMENEO
5091,WOLFGANG AMADEUS MOZART,1984-03-10,IDOMENEO
5092,WOLFGANG AMADEUS MOZART,1984-03-13,IDOMENEO
5093,WOLFGANG AMADEUS MOZART,1984-03-16,IDOMENEO
5094,WOLFGANG AMADEUS MOZART,1984-03-20,IDOMENEO
5095,WOLFGANG AMADEUS MOZART,1984-03-23,IDOMENEO
5096,WOLFGANG AMADEUS MOZART,1984-03-25,IDOMENEO
5097,GIUSEPPE VERDI,1984-04-20,I LOMBARDI ALLA PRIMA CROCIATA
5098,GIUSEPPE VERDI,1984-04-24,I LOMBARDI ALLA PRIMA CROCIATA
5099,GIUSEPPE VERDI,1984-04-26,I LOMBARDI ALLA PRIMA CROCIATA
5100,GIUSEPPE VERDI,1984-04-29,I LOMBARDI ALLA PRIMA CROCIATA
5101,GIUSEPPE VERDI,1984-05-05,I LOMBARDI ALLA PRIMA CROCIATA
5102,GIUSEPPE VERDI,1984-05-08,I LOMBARDI ALLA PRIMA CROCIATA
5103,GIUSEPPE VERDI,1984-05-13,I LOMBARDI ALLA PRIMA CROCIATA
5104,GAETANO DONIZETTI,1984-05-09,DON PASQUALE
5105,GAETANO DONIZETTI,1984-05-12,DON PASQUALE
5106,GAETANO DONIZETTI,1984-05-17,DON PASQUALE
5107,GAETANO DONIZETTI,1984-05-20,DON PASQUALE
5108,GAETANO DONIZETTI,1984-05-24,DON PASQUALE
5109,GAETANO DONIZETTI,1984-05-27,DON PASQUALE
5110,KARLHEINZ STOCKHAUSEN,1984-05-25,SAMSTAG AUS LICHT
5111,KARLHEINZ STOCKHAUSEN,1984-05-26,SAMSTAG AUS LICHT
5112,KARLHEINZ STOCKHAUSEN,1984-05-29,SAMSTAG AUS LICHT
5113,KARLHEINZ STOCKHAUSEN,1984-05-30,SAMSTAG AUS LICHT
5114,KARLHEINZ STOCKHAUSEN,1984-05-31,SAMSTAG AUS LICHT
5115,WOLFGANG AMADEUS MOZART,1984-06-05,LUCIO SILLA
5116,WOLFGANG AMADEUS MOZART,1984-06-06,LUCIO SILLA
5117,WOLFGANG AMADEUS MOZART,1984-06-07,LUCIO SILLA
5118,WOLFGANG AMADEUS MOZART,1984-06-08,LUCIO SILLA
5119,WOLFGANG AMADEUS MOZART,1984-06-09,LUCIO SILLA
5120,WOLFGANG AMADEUS MOZART,1984-06-10,LUCIO SILLA
5121,WOLFGANG AMADEUS MOZART,1984-06-12,LUCIO SILLA
5122,WOLFGANG AMADEUS MOZART,1984-06-13,LUCIO SILLA
5123,WOLFGANG AMADEUS MOZART,1984-06-14,LUCIO SILLA
5124,,1984-06-19,QUIET PLACE AND TROUBLE IN TAHITI
5125,,1984-06-19,QUIET PLACE AND TROUBLE IN TAHITI
5126,GAETANO DONIZETTI,1984-07-03,LUCIA DI LAMMERMOOR
5127,GAETANO DONIZETTI,1984-07-04,LUCIA DI LAMMERMOOR
5128,GAETANO DONIZETTI,1984-07-05,LUCIA DI LAMMERMOOR
5129,GAETANO DONIZETTI,1984-07-06,LUCIA DI LAMMERMOOR
5130,GAETANO DONIZETTI,1984-07-09,LUCIA DI LAMMERMOOR
5131,GAETANO DONIZETTI,1984-07-10,LUCIA DI LAMMERMOOR
5132,GAETANO DONIZETTI,1984-07-12,LUCIA DI LAMMERMOOR
5133,GAETANO DONIZETTI,1984-07-13,LUCIA DI LAMMERMOOR
5134,A. RICCARDO LUCIANI,1984-10-21,TALGOR
5135,A. RICCARDO LUCIANI,1984-10-22,TALGOR
5136,A. RICCARDO LUCIANI,1984-10-22,TALGOR
5137,GEORGES BIZET,1984-12-07,CARMEN
5138,GEORGES BIZET,1984-12-11,CARMEN
5139,GEORGES BIZET,1984-12-14,CARMEN
5140,GEORGES BIZET,1984-12-16,CARMEN
5141,GEORGES BIZET,1984-12-19,CARMEN
5142,GEORGES BIZET,1984-12-23,CARMEN
5143,GEORGES BIZET,1985-01-05,CARMEN
5144,GEORGES BIZET,1985-01-08,CARMEN
5145,GEORGES BIZET,1985-01-10,CARMEN
5146,GEORGES BIZET,1985-01-13,CARMEN
5147,GIOACHINO ROSSINI,1984-12-22,IL BARBIERE DI SIVIGLIA
5148,GIOACHINO ROSSINI,1984-12-27,IL BARBIERE DI SIVIGLIA
5149,GIOACHINO ROSSINI,1984-12-30,IL BARBIERE DI SIVIGLIA
5150,GIOACHINO ROSSINI,1985-01-02,IL BARBIERE DI SIVIGLIA
5151,GIOACHINO ROSSINI,1985-01-03,IL BARBIERE DI SIVIGLIA
5152,GIOACHINO ROSSINI,1985-01-04,IL BARBIERE DI SIVIGLIA
5153,GIOACHINO ROSSINI,1985-01-06,IL BARBIERE DI SIVIGLIA
5154,GIOACHINO ROSSINI,1985-01-09,IL BARBIERE DI SIVIGLIA
5155,GIOACHINO ROSSINI,1985-01-11,IL BARBIERE DI SIVIGLIA
5156,GIOACHINO ROSSINI,1985-01-23,IL BARBIERE DI SIVIGLIA
5157,GIOACHINO ROSSINI,1985-01-24,IL BARBIERE DI SIVIGLIA
5158,GIOACHINO ROSSINI,1985-01-29,IL BARBIERE DI SIVIGLIA
5159,GIOACHINO ROSSINI,1985-02-10,IL BARBIERE DI SIVIGLIA
5160,GIOACHINO ROSSINI,1985-02-20,IL BARBIERE DI SIVIGLIA
5161,GIOACHINO ROSSINI,1985-02-24,IL BARBIERE DI SIVIGLIA
5162,GIOACHINO ROSSINI,1985-02-27,IL BARBIERE DI SIVIGLIA
5163,FRANCO DONATONI,1985-02-16,ATEM
5164,FRANCO DONATONI,1985-02-21,ATEM
5165,FRANCO DONATONI,1985-02-23,ATEM
5166,WOLFGANG AMADEUS MOZART,1985-03-20,DIE ZAUBERFLÖTE
5167,WOLFGANG AMADEUS MOZART,1985-03-24,DIE ZAUBERFLÖTE
5168,WOLFGANG AMADEUS MOZART,1985-03-26,DIE ZAUBERFLÖTE
5169,WOLFGANG AMADEUS MOZART,1985-03-29,DIE ZAUBERFLÖTE
5170,WOLFGANG AMADEUS MOZART,1985-03-31,DIE ZAUBERFLÖTE
5171,WOLFGANG AMADEUS MOZART,1985-04-04,DIE ZAUBERFLÖTE
5172,GIACOMO PUCCINI,1985-04-06,TURANDOT
5173,GIACOMO PUCCINI,1985-04-09,TURANDOT
5174,GIACOMO PUCCINI,1985-04-11,TURANDOT
5175,GIACOMO PUCCINI,1985-04-14,TURANDOT
5176,GIACOMO PUCCINI,1985-04-16,TURANDOT
5177,GIACOMO PUCCINI,1985-04-18,TURANDOT
5178,GIACOMO PUCCINI,1985-04-20,TURANDOT
5179,GIACOMO PUCCINI,1985-04-23,TURANDOT
5180,GIUSEPPE VERDI,1985-05-15,MACBETH
5181,GIUSEPPE VERDI,1985-05-18,MACBETH
5182,GIUSEPPE VERDI,1985-05-21,MACBETH
5183,GIUSEPPE VERDI,1985-05-24,MACBETH
5184,GIUSEPPE VERDI,1985-05-26,MACBETH
5185,GIUSEPPE VERDI,1985-05-28,MACBETH
5186,GIUSEPPE VERDI,1985-05-30,MACBETH
5187,LUIGI ROSSI,1985-06-11,L'ORFEO
5188,LUIGI ROSSI,1985-06-13,L'ORFEO
5189,LUIGI ROSSI,1985-06-15,L'ORFEO
5190,LUIGI ROSSI,1985-06-17,L'ORFEO
5191,LUIGI ROSSI,1985-06-19,L'ORFEO
5192,LUIGI ROSSI,1985-06-21,L'ORFEO
5193,GIAMPIERO TINTORI,1985-06-24,ORESTE
5194,GIAMPIERO TINTORI,1985-06-25,ORESTE
5195,GIAMPIERO TINTORI,1985-06-27,ORESTE
5196,GIAMPIERO TINTORI,1985-06-28,ORESTE
5197,GIAMPIERO TINTORI,1985-06-29,ORESTE
5198,GIAMPIERO TINTORI,1985-06-30,ORESTE
5199,GAETANO DONIZETTI,1985-07-04,DON PASQUALE
5200,GAETANO DONIZETTI,1985-07-08,DON PASQUALE
5201,GAETANO DONIZETTI,1985-07-11,DON PASQUALE
5202,GAETANO DONIZETTI,1985-07-13,DON PASQUALE
5203,UMBERTO GIORDANO,1985-07-05,ANDREA CHÉNIER
5204,UMBERTO GIORDANO,1985-07-06,ANDREA CHÉNIER
5205,UMBERTO GIORDANO,1985-07-09,ANDREA CHÉNIER
5206,UMBERTO GIORDANO,1985-07-10,ANDREA CHÉNIER
5207,UMBERTO GIORDANO,1985-07-12,ANDREA CHÉNIER
5208,GIOACHINO ROSSINI,1985-09-09,IL VIAGGIO A REIMS
5209,GIOACHINO ROSSINI,1985-09-11,IL VIAGGIO A REIMS
5210,GIOACHINO ROSSINI,1985-09-13,IL VIAGGIO A REIMS
5211,GIOACHINO ROSSINI,1985-09-16,IL VIAGGIO A REIMS
5212,GIOACHINO ROSSINI,1985-09-18,IL VIAGGIO A REIMS
5213,GIOACHINO ROSSINI,1985-09-23,IL VIAGGIO A REIMS
5214,LUIGI NONO,1985-09-25,PROMETEO
5215,LUIGI NONO,1985-09-26,PROMETEO
5216,LUIGI NONO,1985-09-28,PROMETEO
5217,LUIGI NONO,1985-09-30,PROMETEO
5218,LUIGI NONO,1985-10-01,PROMETEO
5219,LUIGI NONO,1985-10-02,PROMETEO
5220,GIUSEPPE VERDI,1985-12-07,AIDA
5221,GIUSEPPE VERDI,1985-12-11,AIDA
5222,GIUSEPPE VERDI,1985-12-14,AIDA
5223,GIUSEPPE VERDI,1985-12-17,AIDA
5224,GIUSEPPE VERDI,1985-12-21,AIDA
5225,GIUSEPPE VERDI,1985-12-24,AIDA
5226,GIUSEPPE VERDI,1986-04-18,AIDA
5227,GIUSEPPE VERDI,1986-04-20,AIDA
5228,GIUSEPPE VERDI,1986-04-22,AIDA
5229,GIUSEPPE VERDI,1986-04-24,AIDA
5230,GIUSEPPE VERDI,1986-04-26,AIDA
5231,GIUSEPPE VERDI,1986-04-29,AIDA
5232,GIACOMO PUCCINI,1985-12-20,MADAMA BUTTERFLY
5233,GIACOMO PUCCINI,1985-12-22,MADAMA BUTTERFLY
5234,GIACOMO PUCCINI,1985-12-27,MADAMA BUTTERFLY
5235,GIACOMO PUCCINI,1985-12-31,MADAMA BUTTERFLY
5236,GIACOMO PUCCINI,1986-01-04,MADAMA BUTTERFLY
5237,GIACOMO PUCCINI,1986-01-05,MADAMA BUTTERFLY
5238,GIACOMO PUCCINI,1986-01-09,MADAMA BUTTERFLY
5239,GIACOMO PUCCINI,1986-01-11,MADAMA BUTTERFLY
5240,GIACOMO PUCCINI,1986-01-15,MADAMA BUTTERFLY
5241,GIACOMO PUCCINI,1986-01-17,MADAMA BUTTERFLY
5242,GIACOMO PUCCINI,1986-01-26,MADAMA BUTTERFLY
5243,GIACOMO PUCCINI,1986-01-29,MADAMA BUTTERFLY
5244,GIACOMO PUCCINI,1986-01-30,MADAMA BUTTERFLY
5245,LUCIANO BERIO,1986-01-14,UN RE IN ASCOLTO
5246,LUCIANO BERIO,1986-01-16,UN RE IN ASCOLTO
5247,LUCIANO BERIO,1986-01-18,UN RE IN ASCOLTO
5248,LUCIANO BERIO,1986-01-19,UN RE IN ASCOLTO
5249,LUCIANO BERIO,1986-01-21,UN RE IN ASCOLTO
5250,GIUSEPPE VERDI,1986-01-28,I LOMBARDI ALLA PRIMA CROCIATA
5251,GIUSEPPE VERDI,1986-01-31,I LOMBARDI ALLA PRIMA CROCIATA
5252,GIUSEPPE VERDI,1986-02-02,I LOMBARDI ALLA PRIMA CROCIATA
5253,GIUSEPPE VERDI,1986-02-04,I LOMBARDI ALLA PRIMA CROCIATA
5254,GIUSEPPE VERDI,1986-02-06,I LOMBARDI ALLA PRIMA CROCIATA
5255,GIUSEPPE VERDI,1986-02-09,I LOMBARDI ALLA PRIMA CROCIATA
5256,GIUSEPPE VERDI,1986-02-11,I LOMBARDI ALLA PRIMA CROCIATA
5257,GIUSEPPE VERDI,1986-02-13,I LOMBARDI ALLA PRIMA CROCIATA
5258,GIUSEPPE VERDI,1986-08-24,I LOMBARDI ALLA PRIMA CROCIATA
5259,GIUSEPPE VERDI,1986-08-26,I LOMBARDI ALLA PRIMA CROCIATA
5260,GIUSEPPE VERDI,1986-08-28,I LOMBARDI ALLA PRIMA CROCIATA
5261,GIUSEPPE VERDI,1986-08-31,I LOMBARDI ALLA PRIMA CROCIATA
5262,GIUSEPPE VERDI,1986-09-02,I LOMBARDI ALLA PRIMA CROCIATA
5263,GIUSEPPE VERDI,1986-09-04,I LOMBARDI ALLA PRIMA CROCIATA
5264,RICHARD STRAUSS,1986-03-06,DIE FRAU OHNE SCHATTEN
5265,RICHARD STRAUSS,1986-03-09,DIE FRAU OHNE SCHATTEN
5266,RICHARD STRAUSS,1986-03-12,DIE FRAU OHNE SCHATTEN
5267,RICHARD STRAUSS,1986-03-15,DIE FRAU OHNE SCHATTEN
5268,RICHARD STRAUSS,1986-03-18,DIE FRAU OHNE SCHATTEN
5269,RICHARD STRAUSS,1986-03-25,DIE FRAU OHNE SCHATTEN
5270,RICHARD STRAUSS,1986-03-28,DIE FRAU OHNE SCHATTEN
5271,RICHARD STRAUSS,1986-04-02,DIE FRAU OHNE SCHATTEN
5272,VINCENZO BELLINI,1986-03-19,LA SONNAMBULA
5273,VINCENZO BELLINI,1986-03-21,LA SONNAMBULA
5274,VINCENZO BELLINI,1986-03-23,LA SONNAMBULA
5275,VINCENZO BELLINI,1986-03-26,LA SONNAMBULA
5276,VINCENZO BELLINI,1986-03-29,LA SONNAMBULA
5277,VINCENZO BELLINI,1986-04-01,LA SONNAMBULA
5278,VINCENZO BELLINI,1986-04-04,LA SONNAMBULA
5279,VINCENZO BELLINI,1986-04-06,LA SONNAMBULA
5280,VINCENZO BELLINI,1986-04-09,LA SONNAMBULA
5281,VINCENZO BELLINI,1986-04-11,LA SONNAMBULA
5282,VINCENZO BELLINI,1986-04-13,LA SONNAMBULA
5283,VINCENZO BELLINI,1986-07-07,LA SONNAMBULA
5284,VINCENZO BELLINI,1986-07-08,LA SONNAMBULA
5285,VINCENZO BELLINI,1986-07-09,LA SONNAMBULA
5286,VINCENZO BELLINI,1986-07-10,LA SONNAMBULA
5287,VINCENZO BELLINI,1986-07-11,LA SONNAMBULA
5288,VINCENZO BELLINI,1986-07-12,LA SONNAMBULA
5289,CLAUDE DEBUSSY,1986-05-28,PELLÉAS ET MÉLISANDE
5290,CLAUDE DEBUSSY,1986-05-30,PELLÉAS ET MÉLISANDE
5291,CLAUDE DEBUSSY,1986-06-03,PELLÉAS ET MÉLISANDE
5292,CLAUDE DEBUSSY,1986-06-06,PELLÉAS ET MÉLISANDE
5293,CLAUDE DEBUSSY,1986-06-11,PELLÉAS ET MÉLISANDE
5294,CLAUDE DEBUSSY,1986-06-13,PELLÉAS ET MÉLISANDE
5295,CLAUDE DEBUSSY,1986-06-16,PELLÉAS ET MÉLISANDE
5296,PIOTR ILIC CIAIKOVSKI,1986-06-17,EUGENIO ONEGHIN
5297,PIOTR ILIC CIAIKOVSKI,1986-06-20,EUGENIO ONEGHIN
5298,PIOTR ILIC CIAIKOVSKI,1986-06-23,EUGENIO ONEGHIN
5299,PIOTR ILIC CIAIKOVSKI,1986-06-25,EUGENIO ONEGHIN
5300,PIOTR ILIC CIAIKOVSKI,1986-06-27,EUGENIO ONEGHIN
5301,PIOTR ILIC CIAIKOVSKI,1986-06-30,EUGENIO ONEGHIN
5302,PIOTR ILIC CIAIKOVSKI,1986-07-03,EUGENIO ONEGHIN
5303,CLAUDE DEBUSSY,1986-06-23,LA CADUTA DI CASA USHER
5304,CLAUDE DEBUSSY,1986-06-24,LA CADUTA DI CASA USHER
5305,CLAUDE DEBUSSY,1986-06-25,LA CADUTA DI CASA USHER
5306,CLAUDE DEBUSSY,1986-06-26,LA CADUTA DI CASA USHER
5307,CLAUDE DEBUSSY,1986-06-27,LA CADUTA DI CASA USHER
5308,CLAUDE DEBUSSY,1986-06-24,LE MARTYRE DE SAINT SEBASTIEN
5309,CLAUDE DEBUSSY,1986-06-26,LE MARTYRE DE SAINT SEBASTIEN
5310,CLAUDE DEBUSSY,1986-06-28,LE MARTYRE DE SAINT SEBASTIEN
5311,CLAUDE DEBUSSY,1986-07-01,LE MARTYRE DE SAINT SEBASTIEN
5312,CLAUDE DEBUSSY,1986-07-02,LE MARTYRE DE SAINT SEBASTIEN
5313,CLAUDE DEBUSSY,1986-07-04,LE MARTYRE DE SAINT SEBASTIEN
5314,GIUSEPPE VERDI,1986-12-07,NABUCCO
5315,GIUSEPPE VERDI,1986-12-10,NABUCCO
5316,GIUSEPPE VERDI,1986-12-13,NABUCCO
5317,GIUSEPPE VERDI,1986-12-16,NABUCCO
5318,GIUSEPPE VERDI,1986-12-18,NABUCCO
5319,GIUSEPPE VERDI,1986-12-21,NABUCCO
5320,GIUSEPPE VERDI,1986-12-24,NABUCCO
5321,GIUSEPPE VERDI,1986-12-27,NABUCCO
5322,GIUSEPPE VERDI,1986-12-30,NABUCCO
5323,GIUSEPPE VERDI,1987-01-02,NABUCCO
5324,GIUSEPPE VERDI,1987-10-12,NABUCCO
5325,GIUSEPPE VERDI,1987-10-14,NABUCCO
5326,WOLFGANG AMADEUS MOZART,1986-12-17,DIE ZAUBERFLÖTE
5327,WOLFGANG AMADEUS MOZART,1986-12-20,DIE ZAUBERFLÖTE
5328,WOLFGANG AMADEUS MOZART,1986-12-23,DIE ZAUBERFLÖTE
5329,WOLFGANG AMADEUS MOZART,1986-12-28,DIE ZAUBERFLÖTE
5330,WOLFGANG AMADEUS MOZART,1986-12-31,DIE ZAUBERFLÖTE
5331,WOLFGANG AMADEUS MOZART,1987-01-04,DIE ZAUBERFLÖTE
5332,RICHARD STRAUSS,1987-01-11,SALOME
5333,RICHARD STRAUSS,1987-01-14,SALOME
5334,RICHARD STRAUSS,1987-01-18,SALOME
5335,RICHARD STRAUSS,1987-01-22,SALOME
5336,RICHARD STRAUSS,1987-01-25,SALOME
5337,FLAVIO TESTI,1987-01-27,RICCARDO III
5338,FLAVIO TESTI,1987-01-30,RICCARDO III
5339,FLAVIO TESTI,1987-02-03,RICCARDO III
5340,FLAVIO TESTI,1987-02-06,RICCARDO III
5341,FLAVIO TESTI,1987-02-10,RICCARDO III
5342,GIUSEPPE VERDI,1987-02-05,OTELLO
5343,GIUSEPPE VERDI,1987-02-08,OTELLO
5344,GIUSEPPE VERDI,1987-02-11,OTELLO
5345,GIUSEPPE VERDI,1987-02-14,OTELLO
5346,BENJAMIN BRITTEN,1987-02-13,L'ARCA DI NOÈ
5347,BENJAMIN BRITTEN,1987-02-15,L'ARCA DI NOÈ
5348,BENJAMIN BRITTEN,1987-02-17,L'ARCA DI NOÈ
5349,BENJAMIN BRITTEN,1987-02-18,L'ARCA DI NOÈ
5350,BENJAMIN BRITTEN,1987-02-19,L'ARCA DI NOÈ
5351,BENJAMIN BRITTEN,1987-02-20,L'ARCA DI NOÈ
5352,BENJAMIN BRITTEN,1987-02-21,L'ARCA DI NOÈ
5353,BENJAMIN BRITTEN,1987-02-21,L'ARCA DI NOÈ
5354,BENJAMIN BRITTEN,1987-02-22,L'ARCA DI NOÈ
5355,CHRISTOPH WILLIBALD GLUCK,1987-03-05,ALCESTE
5356,CHRISTOPH WILLIBALD GLUCK,1987-03-08,ALCESTE
5357,CHRISTOPH WILLIBALD GLUCK,1987-03-13,ALCESTE
5358,CHRISTOPH WILLIBALD GLUCK,1987-03-15,ALCESTE
5359,CHRISTOPH WILLIBALD GLUCK,1987-03-17,ALCESTE
5360,CHRISTOPH WILLIBALD GLUCK,1987-03-19,ALCESTE
5361,CHRISTOPH WILLIBALD GLUCK,1987-03-21,ALCESTE
5362,GIUSEPPE VERDI,1987-03-14,UN BALLO IN MASCHERA
5363,GIUSEPPE VERDI,1987-03-18,UN BALLO IN MASCHERA
5364,GIUSEPPE VERDI,1987-03-22,UN BALLO IN MASCHERA
5365,GIUSEPPE VERDI,1987-03-24,UN BALLO IN MASCHERA
5366,GIUSEPPE VERDI,1987-03-29,UN BALLO IN MASCHERA
5367,,1987-04-12,IL TABARRO 
5368,,1987-04-12, PAGLIACCI
5369,,1987-04-16,IL TABARRO 
5370,,1987-04-16, PAGLIACCI
5371,,1987-04-22,IL TABARRO 
5372,,1987-04-22, PAGLIACCI
5373,,1987-04-24,IL TABARRO 
5374,,1987-04-24, PAGLIACCI
5375,,1987-04-29,IL TABARRO 
5376,,1987-04-29, PAGLIACCI
5377,,1987-05-02,IL TABARRO 
5378,,1987-05-02, PAGLIACCI
5379,,1987-04-12,IL TABARRO 
5380,,1987-04-12, PAGLIACCI
5381,,1987-04-16,IL TABARRO 
5382,,1987-04-16, PAGLIACCI
5383,,1987-04-22,IL TABARRO 
5384,,1987-04-22, PAGLIACCI
5385,,1987-04-24,IL TABARRO 
5386,,1987-04-24, PAGLIACCI
5387,,1987-04-29,IL TABARRO 
5388,,1987-04-29, PAGLIACCI
5389,,1987-05-02,IL TABARRO 
5390,,1987-05-02, PAGLIACCI
5391,VINCENZO BELLINI,1987-04-23,I CAPULETI E I MONTECCHI
5392,VINCENZO BELLINI,1987-04-26,I CAPULETI E I MONTECCHI
5393,VINCENZO BELLINI,1987-04-28,I CAPULETI E I MONTECCHI
5394,VINCENZO BELLINI,1987-04-30,I CAPULETI E I MONTECCHI
5395,VINCENZO BELLINI,1987-05-03,I CAPULETI E I MONTECCHI
5396,VINCENZO BELLINI,1987-05-21,I CAPULETI E I MONTECCHI
5397,VINCENZO BELLINI,1987-05-23,I CAPULETI E I MONTECCHI
5398,GIACOMO PUCCINI,1987-05-14,MADAMA BUTTERFLY
5399,GIACOMO PUCCINI,1987-05-16,MADAMA BUTTERFLY
5400,GIACOMO PUCCINI,1987-05-19,MADAMA BUTTERFLY
5401,GIACOMO PUCCINI,1987-05-22,MADAMA BUTTERFLY
5402,GIACOMO PUCCINI,1987-05-28,MADAMA BUTTERFLY
5403,GIACOMO PUCCINI,1987-05-30,MADAMA BUTTERFLY
5404,PAUL HINDEMITH,1987-06-04,CARDILLAC
5405,PAUL HINDEMITH,1987-06-06,CARDILLAC
5406,PAUL HINDEMITH,1987-06-08,CARDILLAC
5407,PAUL HINDEMITH,1987-06-09,CARDILLAC
5408,WOLFGANG AMADEUS MOZART,1987-06-16,LE NOZZE DI FIGARO
5409,WOLFGANG AMADEUS MOZART,1987-06-18,LE NOZZE DI FIGARO
5410,WOLFGANG AMADEUS MOZART,1987-06-20,LE NOZZE DI FIGARO
5411,WOLFGANG AMADEUS MOZART,1987-06-22,LE NOZZE DI FIGARO
5412,WOLFGANG AMADEUS MOZART,1987-06-25,LE NOZZE DI FIGARO
5413,WOLFGANG AMADEUS MOZART,1987-06-27,LE NOZZE DI FIGARO
5414,WOLFGANG AMADEUS MOZART,1987-06-30,LE NOZZE DI FIGARO
5415,WOLFGANG AMADEUS MOZART,1987-07-03,LE NOZZE DI FIGARO
5416,WOLFGANG AMADEUS MOZART,1987-07-06,LE NOZZE DI FIGARO
5417,FRANCO MANNINO,1987-07-07,IL PRINCIPE FELICE
5418,FRANCO MANNINO,1987-07-08,IL PRINCIPE FELICE
5419,FRANCO MANNINO,1987-07-09,IL PRINCIPE FELICE
5420,FRANCO MANNINO,1987-07-10,IL PRINCIPE FELICE
5421,FRANCO MANNINO,1987-07-11,IL PRINCIPE FELICE
5422,WOLFGANG AMADEUS MOZART,1987-12-07,DON GIOVANNI
5423,WOLFGANG AMADEUS MOZART,1987-12-10,DON GIOVANNI
5424,WOLFGANG AMADEUS MOZART,1987-12-12,DON GIOVANNI
5425,WOLFGANG AMADEUS MOZART,1987-12-15,DON GIOVANNI
5426,WOLFGANG AMADEUS MOZART,1987-12-17,DON GIOVANNI
5427,WOLFGANG AMADEUS MOZART,1987-12-19,DON GIOVANNI
