,date,work,composer
11102,1930-08-27,The Bartered Bride,Bedřich Smetana
11103,1930-08-28,Dalibor,Bedřich Smetana
11104,1930-08-30,Eugen Onegin,Pyotr Ilyich Tchaikovsky
11105,1930-09-01,Rusalka,Antonín Dvořák
11106,1930-09-02,Faust a Markétka,Charles Gounod
11107,1930-09-03,Don Giovanni,Wolfgang Amadeus Mozart
11108,1930-09-03,Eugen Onegin,Pyotr Ilyich Tchaikovsky
11109,1930-09-05,Orfeus a Eurydika,Christoph Willibald Gluck
11110,1930-09-07,The Bartered Bride,Bedřich Smetana
11111,1930-09-07,Eugen Onegin,Pyotr Ilyich Tchaikovsky
11112,1930-09-09,Rusalka,Antonín Dvořák
11113,1930-09-10,The Devil and Kate,Antonín Dvořák
11114,1930-09-10,The Two Widows,Bedřich Smetana
11115,1930-09-13,Faust a Markétka,Charles Gounod
11116,1930-09-14,The Kiss,Bedřich Smetana
11117,1930-09-14,Carmen,Georges Bizet
11118,1930-09-16,The Bartered Bride,Bedřich Smetana
11119,1930-09-17,Maškarní ples,Giuseppe Verdi
11120,1930-09-19,Eva,Josef Bohuslav Foerster
11121,1930-09-20,Les contes dHoffmann,Jacques Offenbach
11122,1930-09-22,Bratři Karamazovi,Otakar Jeremiáš
11123,1930-09-23,The Jacobin,Antonín Dvořák
11124,1930-09-25,Don Giovanni,Wolfgang Amadeus Mozart
11125,1930-09-27,Eugen Onegin,Pyotr Ilyich Tchaikovsky
11126,1930-09-28,Lantern,Vítězslav Novák
11127,1930-09-30,Lantern,Vítězslav Novák
11128,1930-10-01,Faust a Markétka,Charles Gounod
11129,1930-10-03,The Kiss,Bedřich Smetana
11130,1930-10-05,The Devil and Kate,Antonín Dvořák
11131,1930-10-05,Boris Godunov,Modest Petrovič Musorgskij
11132,1930-10-06,Tvrdé palice,Antonín Dvořák
11133,1930-10-06,V studni,Vilém Blodek
11134,1930-10-07,Strojník Hopkins,Max Brand
11135,1930-10-08,The Bartered Bride,Bedřich Smetana
11136,1930-10-09,Lantern,Vítězslav Novák
11137,1930-10-10,Strojník Hopkins,Max Brand
11138,1930-10-11,Faust a Markétka,Charles Gounod
11139,1930-10-12,Strojník Hopkins,Max Brand
11140,1930-10-13,Lantern,Vítězslav Novák
11141,1930-10-15,Blaník,Zdeněk Fibich
11142,1930-10-16,Eugen Onegin,Pyotr Ilyich Tchaikovsky
11143,1930-10-17,Strojník Hopkins,Max Brand
11144,1930-10-18,Dalibor,Bedřich Smetana
11145,1930-10-19,Messinská nevěsta,Zdeněk Fibich
11146,1930-10-20,Strojník Hopkins,Max Brand
11147,1930-10-21,Bouře,Zdeněk Fibich
11148,1930-10-22,The Bartered Bride,Bedřich Smetana
11149,1930-10-23,Strojník Hopkins,Max Brand
11150,1930-10-25,The Jacobin,Antonín Dvořák
11151,1930-10-25,Lantern,Vítězslav Novák
11152,1930-10-26,Rusalka,Antonín Dvořák
11153,1930-10-26,The Bartered Bride,Bedřich Smetana
11154,1930-10-27,Šárka,Zdeněk Fibich
11155,1930-10-28,The Kiss,Bedřich Smetana
11156,1930-10-28,Libuše,Bedřich Smetana
11157,1930-10-29,Strojník Hopkins,Max Brand
11158,1930-10-31,Pád Arkuna,Zdeněk Fibich
11159,1930-11-01,Eugen Onegin,Pyotr Ilyich Tchaikovsky
11160,1930-11-01,Troubadour,Giuseppe Verdi
11161,1930-11-02,La Traviata,Giuseppe Verdi
11162,1930-11-02,The Bartered Bride,Bedřich Smetana
11163,1930-11-03,Faust a Markétka,Charles Gounod
11164,1930-11-06,The Secret,Bedřich Smetana
11165,1930-11-07,Hedy,Zdeněk Fibich
11166,1930-11-08,The Two Widows,Bedřich Smetana
11167,1930-11-09,V studni,Vilém Blodek
11168,1930-11-09,I Pagliacci,Ruggiero Leoncavallo
11169,1930-11-09,Eugen Onegin,Pyotr Ilyich Tchaikovsky
11170,1930-11-11,The Kiss,Bedřich Smetana
11171,1930-11-12,Messinská nevěsta,Zdeněk Fibich
11172,1930-11-13,The Devil and Kate,Antonín Dvořák
11173,1930-11-14,Lantern,Vítězslav Novák
11174,1930-11-15,Messinská nevěsta,Zdeněk Fibich
11175,1930-11-16,Mignon,Ambroise Thomas
11176,1930-11-16,Tannhäuser,Richard Wagner
11177,1930-11-17,Libuše,Bedřich Smetana
11178,1930-11-18,Šelma sedlák,Antonín Dvořák
11179,1930-11-19,The Bartered Bride,Bedřich Smetana
11180,1930-11-20,Aida,Giuseppe Verdi
11181,1930-11-22,Hedy,Zdeněk Fibich
11182,1930-11-23,Lantern,Vítězslav Novák
11183,1930-11-24,Faust a Markétka,Charles Gounod
11184,1930-11-25,Nepřemožení,Josef Bohuslav Foerster
11185,1930-11-26,Strojník Hopkins,Max Brand
11186,1930-11-28,Debora,Josef Bohuslav Foerster
11187,1930-11-30,The Bartered Bride,Bedřich Smetana
11188,1930-12-01,Zvíkovský rarášek,Vítězslav Novák
11189,1930-12-04,Karlštejn,Vítězslav Novák
11190,1930-12-06,Na starém bělidle,Karel Kovařovic
11191,1930-12-07,Libuše,Bedřich Smetana
11192,1930-12-09,Pád Arkuna,Zdeněk Fibich
11193,1930-12-10,Messinská nevěsta,Zdeněk Fibich
11194,1930-12-12,Na starém bělidle,Karel Kovařovic
11195,1930-12-13,The Bartered Bride,Bedřich Smetana
11196,1930-12-13,Blaník,Zdeněk Fibich
11197,1930-12-14,Lantern,Vítězslav Novák
11198,1930-12-17,Dědův odkaz,Vítězslav Novák
11199,1930-12-18,Šárka,Zdeněk Fibich
11200,1930-12-20,Strojník Hopkins,Max Brand
11201,1930-12-21,The Jacobin,Antonín Dvořák
11202,1930-12-22,Na starém bělidle,Karel Kovařovic
11203,1930-12-23,Eugen Onegin,Pyotr Ilyich Tchaikovsky
11204,1930-12-25,The Bartered Bride,Bedřich Smetana
11205,1930-12-25,Rusalka,Antonín Dvořák
11206,1930-12-26,The Kiss,Bedřich Smetana
11207,1930-12-26,Lantern,Vítězslav Novák
11208,1930-12-28,Faust a Markétka,Charles Gounod
11209,1930-12-29,Hedy,Zdeněk Fibich
11210,1930-12-30,Na starém bělidle,Karel Kovařovic
11211,1930-12-31,Zvíkovský rarášek,Vítězslav Novák
11212,1931-01-01,The Bartered Bride,Bedřich Smetana
11213,1931-01-01,Rusalka,Antonín Dvořák
11214,1931-01-02,Zvíkovský rarášek,Vítězslav Novák
11215,1931-01-03,Čarostřelec,Carl Maria von Weber
11216,1931-01-04,Madama Butterfly,Giacomo Puccini
11217,1931-01-04,Rigoletto,Giuseppe Verdi
11218,1931-01-06,I Pagliacci,Ruggiero Leoncavallo
11219,1931-01-06,Cavalleria rusticana,Pietro Mascagni
11220,1931-01-07,Mignon,Ambroise Thomas
11221,1931-01-08,The Marriage of Figaro,Wolfgang Amadeus Mozart
11222,1931-01-09,Šárka,Zdeněk Fibich
11223,1931-01-10,Troubadour,Giuseppe Verdi
11224,1931-01-10,Karlštejn,Vítězslav Novák
11225,1931-01-11,Carmen,Georges Bizet
11226,1931-01-12,Eugen Onegin,Pyotr Ilyich Tchaikovsky
11227,1931-01-13,Rusalka,Antonín Dvořák
11228,1931-01-14,The Bartered Bride,Bedřich Smetana
11229,1931-01-15,Na starém bělidle,Karel Kovařovic
11230,1931-01-17,Zvíkovský rarášek,Vítězslav Novák
11231,1931-01-18,The Devil and Kate,Antonín Dvořák
11232,1931-01-19,The Kiss,Bedřich Smetana
11233,1931-01-21,Don Carlos,Giuseppe Verdi
11234,1931-01-23,Eugen Onegin,Pyotr Ilyich Tchaikovsky
11235,1931-01-24,The Bartered Bride,Bedřich Smetana
11236,1931-01-25,The Bartered Bride,Bedřich Smetana
11237,1931-01-25,Don Carlos,Giuseppe Verdi
11238,1931-01-28,Lantern,Vítězslav Novák
11239,1931-01-28,Carmen,Georges Bizet
11240,1931-01-29,Zvíkovský rarášek,Vítězslav Novák
11241,1931-01-30,Don Carlos,Giuseppe Verdi
11242,1931-01-31,Lantern,Vítězslav Novák
11243,1931-02-01,La Traviata,Giuseppe Verdi
11244,1931-02-01,The Devil’s Wall,Bedřich Smetana
11245,1931-02-03,Hedy,Zdeněk Fibich
11246,1931-02-04,The Bartered Bride,Bedřich Smetana
11247,1931-02-04,Don Carlos,Giuseppe Verdi
11248,1931-02-08,The Two Widows,Bedřich Smetana
11249,1931-02-08,The Bartered Bride,Bedřich Smetana
11250,1931-02-10,Strojník Hopkins,Max Brand
11251,1931-02-12,Oberon,Carl Maria von Weber
11252,1931-02-14,Madama Butterfly,Giacomo Puccini
11253,1931-02-14,Carmen,Georges Bizet
11254,1931-02-15,Mignon,Ambroise Thomas
11255,1931-02-15,Psohlavci,Karel Kovařovic
11256,1931-02-18,Faust a Markétka,Charles Gounod
11257,1931-02-19,Eva,Josef Bohuslav Foerster
11258,1931-02-21,From the House of the Dead,Leoš Janáček
11259,1931-02-22,Rigoletto,Giuseppe Verdi
11260,1931-02-23,Don Carlos,Giuseppe Verdi
11261,1931-02-25,From the House of the Dead,Leoš Janáček
11262,1931-02-27,Nepřemožení,Josef Bohuslav Foerster
11263,1931-02-28,Rusalka,Antonín Dvořák
11264,1931-02-28,From the House of the Dead,Leoš Janáček
11265,1931-03-01,The Bartered Bride,Bedřich Smetana
11266,1931-03-01,Dalibor,Bedřich Smetana
11267,1931-03-03,Braniboři v Čechách,Bedřich Smetana
11268,1931-03-04,Na starém bělidle,Karel Kovařovic
11269,1931-03-05,From the House of the Dead,Leoš Janáček
11270,1931-03-06,The Bartered Bride,Bedřich Smetana
11271,1931-03-07,Na starém bělidle,Karel Kovařovic
11272,1931-03-07,Braniboři v Čechách,Bedřich Smetana
11273,1931-03-08,Madama Butterfly,Giacomo Puccini
11274,1931-03-08,Aida,Giuseppe Verdi
11275,1931-03-09,From the House of the Dead,Leoš Janáček
11276,1931-03-10,Zvíkovský rarášek,Vítězslav Novák
11277,1931-03-14,Mignon,Ambroise Thomas
11278,1931-03-16,Lohengrin,Richard Wagner
11279,1931-03-18,The Devil and Kate,Antonín Dvořák
11280,1931-03-18,Braniboři v Čechách,Bedřich Smetana
11281,1931-03-19,The Kiss,Bedřich Smetana
11282,1931-03-21,Rusalka,Antonín Dvořák
11283,1931-03-22,Madama Butterfly,Giacomo Puccini
11284,1931-03-22,The Bartered Bride,Bedřich Smetana
11285,1931-03-24,Carmen,Georges Bizet
11286,1931-03-25,Libuše,Bedřich Smetana
11287,1931-03-26,Bouře,Zdeněk Fibich
11288,1931-03-27,Čarostřelec,Carl Maria von Weber
11289,1931-03-28,Libuše,Bedřich Smetana
11290,1931-03-28,Rigoletto,Giuseppe Verdi
11291,1931-03-29,La Traviata,Giuseppe Verdi
11292,1931-03-29,Bludný Holanďan,Richard Wagner
11293,1931-03-31,Rusalka,Antonín Dvořák
11294,1931-04-01,Beatrys,Ignaz Lilien
11295,1931-04-04,Beatrys,Ignaz Lilien
11296,1931-04-05,The Bartered Bride,Bedřich Smetana
11297,1931-04-05,Šárka,Zdeněk Fibich
11298,1931-04-06,Beatrys,Ignaz Lilien
11299,1931-04-08,Na starém bělidle,Karel Kovařovic
11300,1931-04-10,Beatrys,Ignaz Lilien
11301,1931-04-11,Mignon,Ambroise Thomas
11302,1931-04-12,The Kiss,Bedřich Smetana
11303,1931-04-12,Tannhäuser,Richard Wagner
11304,1931-04-13,Braniboři v Čechách,Bedřich Smetana
11305,1931-04-14,Beatrys,Ignaz Lilien
11306,1931-04-17,Dalibor,Bedřich Smetana
11307,1931-04-18,Na starém bělidle,Karel Kovařovic
11308,1931-04-19,The Bartered Bride,Bedřich Smetana
11309,1931-04-19,Rusalka,Antonín Dvořák
11310,1931-04-20,Beatrys,Ignaz Lilien
11311,1931-04-23,The Jacobin,Antonín Dvořák
11312,1931-04-25,The Bartered Bride,Bedřich Smetana
11313,1931-04-26,Faust a Markétka,Charles Gounod
11314,1931-04-28,Troubadour,Giuseppe Verdi
11315,1931-04-29,Rusalka,Antonín Dvořák
11316,1931-04-29,Aida,Giuseppe Verdi
11317,1931-04-30,Eva,Josef Bohuslav Foerster
11318,1931-05-02,The Devil and Kate,Antonín Dvořák
11319,1931-05-03,I Pagliacci,Ruggiero Leoncavallo
11320,1931-05-03,Cavalleria rusticana,Pietro Mascagni
11321,1931-05-04,Tannhäuser,Richard Wagner
11322,1931-05-06,Bouře,Zdeněk Fibich
11323,1931-05-08,Madama Butterfly,Giacomo Puccini
11324,1931-05-09,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
11325,1931-05-10,Rigoletto,Giuseppe Verdi
11326,1931-05-10,Carmen,Georges Bizet
11327,1931-05-11,The Bartered Bride,Bedřich Smetana
11328,1931-05-12,Don Carlos,Giuseppe Verdi
11329,1931-05-13,Dalibor,Bedřich Smetana
11330,1931-05-14,Tosca,Giacomo Puccini
11331,1931-05-15,Don Carlos,Giuseppe Verdi
11332,1931-05-17,La Traviata,Giuseppe Verdi
11333,1931-05-17,Lohengrin,Richard Wagner
11334,1931-05-19,Blaník,Zdeněk Fibich
11335,1931-05-20,The Bartered Bride,Bedřich Smetana
11336,1931-05-20,Psohlavci,Karel Kovařovic
11337,1931-05-21,Beatrys,Ignaz Lilien
11338,1931-05-23,Rusalka,Antonín Dvořák
11339,1931-05-24,Cavalleria rusticana,Pietro Mascagni
11340,1931-05-24,I Pagliacci,Ruggiero Leoncavallo
11341,1931-05-25,The Marriage of Figaro,Wolfgang Amadeus Mozart
11342,1931-05-27,Psohlavci,Karel Kovařovic
11343,1931-05-27,The Bartered Bride,Bedřich Smetana
11344,1931-05-28,Rusalka,Antonín Dvořák
11345,1931-05-29,The Kiss,Bedřich Smetana
11346,1931-05-30,Šárka,Zdeněk Fibich
11347,1931-05-31,The Devil’s Wall,Bedřich Smetana
